iter	RMSE
1683	531.0432763
1684	531.0158851
1685	530.9676163
1686	530.9638668
1687	530.820661
1688	530.8143654
1689	530.7440449
1690	530.7327918
1691	530.7180896
1692	530.6684245
1693	530.6638176
1694	530.6203383
1695	530.6089364
1696	530.5970439
1697	530.5637597
1698	530.536032
1699	530.5324777
1700	530.5241697
1701	530.4790153
1702	530.3687688
1703	530.3585755
1704	530.3483968
1705	530.3460808
1706	530.3171811
1707	530.1978058
1708	530.1885407
1709	529.786985
1710	529.7762455
1711	529.7646587
1712	529.7631673
1713	529.7451524
1714	529.646673
1715	529.6418754
1716	529.6308346
1717	529.5951737
1718	529.5762061
1719	529.5637651
1720	529.5568979
1721	529.4961344
1722	529.4752004
1723	529.4613326
1724	529.4337704
1725	529.3800596
1726	529.3426465
1727	529.3141358
1728	529.2475236
1729	529.2228795
1730	529.2059981
1731	529.1893211
1732	529.1734273
1733	529.1484846
1734	529.1117443
1735	529.0933087
1736	529.0902231
1737	529.070229
1738	529.067598
1739	529.0521417
1740	529.0393817
1741	529.0257619
1742	529.0222034
1743	528.9655446
1744	528.9504241
1745	528.8880759
1746	528.8753358
1747	528.6019278
1748	528.5836622
1749	528.5752528
1750	528.5298898
1751	528.5134992
1752	528.4983573
1753	528.4588581
1754	528.3735637
1755	528.3593478
1756	528.3255666
1757	528.3190278
1758	528.3086568
1759	528.3058178
1760	528.3006896
1761	528.2566117
1762	528.2106344
1763	528.1527686
1764	528.1098892
1765	528.1033747
1766	528.092696
1767	528.0686733
1768	528.0565178
1769	528.0441617
1770	528.0362413
1771	528.0227686
1772	527.9793776
1773	527.964623
1774	527.9400371
1775	527.9098249
1776	527.8903443
1777	527.8477372
1778	527.8252745
1779	527.7303311
1780	527.7021354
1781	527.573345
1782	527.5357296
1783	527.4450922
1784	527.3756979
1785	527.2843174
1786	527.2491311
1787	527.218782
1788	527.2060151
1789	527.1680688
1790	527.166643
1791	527.132307
1792	527.0837196
1793	527.0773822
1794	527.068218
1795	527.0411309
1796	527.0256079
1797	527.0214894
1798	527.0200972
1799	527.0171453
1800	526.9819832
1801	526.9760059
1802	526.9510529
1803	526.8583063
1804	526.8276763
1805	526.8186054
1806	526.6966999
1807	526.6617822
1808	526.635705
1809	526.6224106
1810	526.5657235
1811	526.5337677
1812	526.4776891
1813	526.4214742
1814	526.369873
1815	526.3455402
1816	526.3273972
1817	526.3059632
1818	526.2615484
1819	526.2610102
1820	526.1962393
1821	526.1819961
1822	526.1519787
1823	526.1291732
1824	526.1157166
1825	526.0904941
1826	526.072497
1827	526.0600162
1828	526.0568609
1829	526.0135541
1830	525.9937139
1831	525.9629955
1832	525.9467281
1833	525.8596271
1834	525.8492252
1835	525.7929694
1836	525.792121
1837	525.7884919
1838	525.7603289
1839	525.7529459
1840	525.7237242
1841	525.5031826
1842	525.4800146
1843	525.4502673
1844	525.4416712
1845	525.4395228
1846	525.379802
1847	525.3579174
1848	525.3378908
1849	525.2810639
1850	525.2475705
1851	525.2342334
1852	525.2325333
1853	525.2268109
1854	525.2066896
1855	525.1791878
1856	525.1503126
1857	525.1387511
1858	525.1335576
1859	524.9880007
1860	524.931915
1861	524.9167498
1862	524.9085846
1863	524.9063895
1864	524.9047143
1865	524.8081406
1866	524.7881221
1867	524.7578629
1868	524.7569762
1869	524.755868
1870	524.739306
1871	524.7377583
1872	524.7155633
1873	524.7088215
1874	524.6972493
1875	524.66425
1876	524.6528068
1877	524.640518
1878	524.6126089
1879	524.6016617
1880	524.5890383
1881	524.5422827
1882	524.535854
1883	524.5290447
1884	524.5138587
1885	524.5056569
1886	524.4843653
1887	524.3692773
1888	524.3685551
1889	524.3589815
1890	524.2784763
1891	524.2418214
1892	524.2324928
1893	524.2126574
1894	524.0936603
1895	524.0738946
1896	523.9692215
1897	523.9470051
1898	523.9386686
1899	523.8541107
1900	523.8527318
1901	523.8507327
1902	523.8462722
1903	523.7374186
1904	523.7366296
1905	523.7145462
1906	523.6572834
1907	523.6265413
1908	523.5958541
1909	523.568988
1910	523.5676632
1911	523.5627467
1912	523.5456693
1913	523.5328129
1914	523.5053216
1915	523.5040378
1916	523.4681871
1917	523.4632357
1918	523.4066928
1919	523.3696025
1920	523.3309119
1921	523.2184419
1922	523.2171003
1923	523.1807029
1924	523.1644696
1925	523.1632081
1926	523.154873
1927	523.1388692
1928	523.1384348
1929	523.1035919
1930	523.1029478
1931	523.0913323
1932	523.082717
1933	523.0681874
1934	523.0461261
1935	523.0434768
1936	523.0012992
1937	522.9426737
1938	522.9414614
1939	522.9069215
1940	522.8813648
1941	522.8483769
1942	522.8061475
1943	522.8041896
1944	522.7816661
1945	522.7567721
1946	522.755596
1947	522.6031935
1948	522.5911605
1949	522.5739901
1950	522.5371273
1951	522.5291609
1952	522.4272811
1953	522.4227474
1954	522.2876449
1955	522.1927257
1956	522.1302134
1957	522.128918
1958	522.0736235
1959	521.9749056
1960	521.8801853
1961	521.8723773
1962	521.8574391
1963	521.8281785
1964	521.8258888
1965	521.769895
1966	521.7568536
1967	521.749416
1968	521.6969791
1969	521.5562846
1970	521.5537213
1971	521.4999472
1972	521.449576
1973	521.447656
1974	521.4282565
1975	521.3920124
1976	521.3775306
1977	521.3500972
1978	521.3493784
1979	521.2533107
1980	521.1703727
1981	521.0798807
1982	521.0585364
1983	521.0427505
1984	521.0207379
1985	520.992314
1986	520.9581101
1987	520.926937
1988	520.9086827
1989	520.8998669
1990	520.8828912
1991	520.860521
1992	520.7997076
1993	520.7765057
1994	520.7746975
1995	520.5876442
1996	520.5754031
1997	520.5585122
1998	520.5016022
1999	520.479878
